,comment,eng
499,"Had some high expectations from this one, as they sold out very quick and I heared some good things about it; It's a good game, that for sure, but it didn't meet those high expectations I had ",True
500,"Worker placement with dice. Although this is the same mechanic already seen in Kingsburg, this is a whole next level in this genre. There's three different colours of dice, each with its own characteristics, and every color is absolutely different from others. There's different action cards every game, and that's added value for replayability. Every dice can be modified, and every player can even use dice from other players! The first game has been completely opaque, in the sense that no one understood more than a small percentage of what he did... but under the opacity I saw the glimpse of a masterpiece!",True
501,"Lots of thinking must have been put into the designing of this game. The way it uses dice is quite unique. Many aspects of the game actually make thematic sense. Several activity cards are really ingenious. Some say it is fiddly, but I guess it is manageable. One thing I'm wondering is whether there is a significant advantage to the first player (despite his obligation to counter the black die with the highest value first).",True
502,Euro dice game.  Good variables to content with and lots of replayability.,True
503,"Loved my first play - it's like HeroQuest with cool bits, and a fun theme.  And not too easy - we lost our first mission!",True
504,"My rating is based on the original rules. I like them a lot better then the gamey new ones. This game takes di it and puts it in the context of a haunted house story. I like it, but with the original rules.",True
505,"Expansion for ""Citadels"" that adds quite a few cards into the mix, with alternate roles and additional districts.",True
506,Adds a little variety. I like that.,True
507,Great production from Stronghold. Awesome take that game with plenty of random elements so you never really feel in control of your destiny too much. 1 Play,True
509,Simple cooperative game where the players are defending a castle from goblin attacks. The game is easy and lacks tension. There are better cooperative games than this. The expansion improves the game considerably.,True
